Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
BO7614, Bone Cancer, Bone Trial #15,"Charlotte, North Carolina", bone@trials.org / (800) 555-7614, Recruiting
BO7615, Bone Cancer, Bone Trial #16,"Nashville, Tennessee", bone@trials.org / (800) 555-7615, Recruiting
BO7616, Bone Cancer, Bone Trial #17,"Phoenix, Arizona", bone@trials.org / (800) 555-7616, Recruiting
BO7617, Bone Cancer, Bone Trial #18,"Salt Lake City, Utah", bone@trials.org / (800) 555-7617, Recruiting
BO7618, Bone Cancer, Bone Trial #19,"Columbus, Ohio", bone@trials.org / (800) 555-7618, Recruiting
BO7619, Bone Cancer, Bone Trial #20,"Baltimore, Maryland", bone@trials.org / (800) 555-7619, Recruiting
AS1000,Astrocytoma,Astrocytoma Trial #1,"Boston, Massachusetts",astro@trials.org / (800) 555-1000,Recruiting
AS1001,Astrocytoma,Astrocytoma Trial #2,"Chicago, Illinois",astro@trials.org / (800) 555-1001,Recruiting
AS1002,Astrocytoma,Astrocytoma Trial #3,"Seattle, Washington",astro@trials.org / (800) 555-1002,Recruiting
AS1003,Astrocytoma,Astrocytoma Trial #4,"Miami, Florida",astro@trials.org / (800) 555-1003,Recruiting
AS1004,Astrocytoma,Astrocytoma Trial #5,"Denver, Colorado",astro@trials.org / (800) 555-1004,Recruiting
AS1005,Astrocytoma,Astrocytoma Trial #6,"New York, New York",astro@trials.org / (800) 555-1005,Recruiting
AS1006,Astrocytoma,Astrocytoma Trial #7,"Philadelphia, Pennsylvania",astro@trials.org / (800) 555-1006,Recruiting
AS1007,Astrocytoma,Astrocytoma Trial #8,"Atlanta, Georgia",astro@trials.org / (800) 555-1007,Recruiting
AS1008,Astrocytoma,Astrocytoma Trial #9,"Los Angeles, California",astro@trials.org / (800) 555-1008,Recruiting
AS1009,Astrocytoma,Astrocytoma Trial #10,"Houston, Texas",astro@trials.org / (800) 555-1009,Recruiting
AS1010,Astrocytoma,Astrocytoma Trial #11,"Phoenix, Arizona",astro@trials.org / (800) 555-1010,Recruiting
AS1011,Astrocytoma,Astrocytoma Trial #12,"Nashville, Tennessee",astro@trials.org / (800) 555-1011,Recruiting
AS1012,Astrocytoma,Astrocytoma Trial #13,"San Diego, California",astro@trials.org / (800) 555-1012,Recruiting
AS1013,Astrocytoma,Astrocytoma Trial #14,"Detroit, Michigan",astro@trials.org / (800) 555-1013,Recruiting
AS1014,Astrocytoma,Astrocytoma Trial #15,"Baltimore, Maryland",astro@trials.org / (800) 555-1014,Recruiting
AS1015,Astrocytoma,Astrocytoma Trial #16,"Cleveland, Ohio",astro@trials.org / (800) 555-1015,Recruiting
AS1016,Astrocytoma,Astrocytoma Trial #17,"Orlando, Florida",astro@trials.org / (800) 555-1016,Recruiting
AS1017,Astrocytoma,Astrocytoma Trial #18,"Austin, Texas",astro@trials.org / (800) 555-1017,Recruiting
AS1018,Astrocytoma,Astrocytoma Trial #19,"Indianapolis, Indiana",astro@trials.org / (800) 555-1018,Recruiting
AS1019,Astrocytoma,Astrocytoma Trial #20,"Minneapolis, Minnesota",astro@trials.org / (800) 555-1019,Recruiting
OL2000,Oligodendroglioma,Oligodendroglioma Trial #1,"New York, New York",oligo@trials.org / (800) 555-2000,Recruiting
OL2001,Oligodendroglioma,Oligodendroglioma Trial #2,"Los Angeles, California",oligo@trials.org / (800) 555-2001,Recruiting
OL2002,Oligodendroglioma,Oligodendroglioma Trial #3,"Chicago, Illinois",oligo@trials.org / (800) 555-2002,Recruiting
OL2003,Oligodendroglioma,Oligodendroglioma Trial #4,"San Francisco, California",oligo@trials.org / (800) 555-2003,Recruiting
OL2004,Oligodendroglioma,Oligodendroglioma Trial #5,"Denver, Colorado",oligo@trials.org / (800) 555-2004,Recruiting
OL2005,Oligodendroglioma,Oligodendroglioma Trial #6,"Houston, Texas",oligo@trials.org / (800) 555-2005,Recruiting
OL2006,Oligodendroglioma,Oligodendroglioma Trial #7,"Boston, Massachusetts",oligo@trials.org / (800) 555-2006,Recruiting
OL2007,Oligodendroglioma,Oligodendroglioma Trial #8,"Seattle, Washington",oligo@trials.org / (800) 555-2007,Recruiting
OL2008,Oligodendroglioma,Oligodendroglioma Trial #9,"San Diego, California",oligo@trials.org / (800) 555-2008,Recruiting
OL2009,Oligodendroglioma,Oligodendroglioma Trial #10,"Atlanta, Georgia",oligo@trials.org / (800) 555-2009,Recruiting
OL2010,Oligodendroglioma,Oligodendroglioma Trial #11,"Portland, Oregon",oligo@trials.org / (800) 555-2010,Recruiting
OL2011,Oligodendroglioma,Oligodendroglioma Trial #12,"Phoenix, Arizona",oligo@trials.org / (800) 555-2011,Recruiting
OL2012,Oligodendroglioma,Oligodendroglioma Trial #13,"Minneapolis, Minnesota",oligo@trials.org / (800) 555-2012,Recruiting
OL2013,Oligodendroglioma,Oligodendroglioma Trial #14,"Charlotte, North Carolina",oligo@trials.org / (800) 555-2013,Recruiting
OL2014,Oligodendroglioma,Oligodendroglioma Trial #15,"Indianapolis, Indiana",oligo@trials.org / (800) 555-2014,Recruiting
OL2015,Oligodendroglioma,Oligodendroglioma Trial #16,"Columbus, Ohio",oligo@trials.org / (800) 555-2015,Recruiting
OL2016,Oligodendroglioma,Oligodendroglioma Trial #17,"Tampa, Florida",oligo@trials.org / (800) 555-2016,Recruiting
OL2017,Oligodendroglioma,Oligodendroglioma Trial #18,"Detroit, Michigan",oligo@trials.org / (800) 555-2017,Recruiting
OL2018,Oligodendroglioma,Oligodendroglioma Trial #19,"Salt Lake City, Utah",oligo@trials.org / (800) 555-2018,Recruiting
OL2019,Oligodendroglioma,Oligodendroglioma Trial #20,"St. Louis, Missouri",oligo@trials.org / (800) 555-2019,Recruiting
MD3000,Medulloblastoma,Medulloblastoma Trial #1,"Dallas, Texas",medullo@trials.org / (800) 555-3000,Recruiting  
MD3001,Medulloblastoma,Medulloblastoma Trial #2,"New York, New York",medullo@trials.org / (800) 555-3001,Recruiting  
MD3002,Medulloblastoma,Medulloblastoma Trial #3,"Los Angeles, California",medullo@trials.org / (800) 555-3002,Recruiting  
MD3003,Medulloblastoma,Medulloblastoma Trial #4,"Boston, Massachusetts",medullo@trials.org / (800) 555-3003,Recruiting  
MD3004,Medulloblastoma,Medulloblastoma Trial #5,"Seattle, Washington",medullo@trials.org / (800) 555-3004,Recruiting  
MD3005,Medulloblastoma,Medulloblastoma Trial #6,"Houston, Texas",medullo@trials.org / (800) 555-3005,Recruiting  
MD3006,Medulloblastoma,Medulloblastoma Trial #7,"Chicago, Illinois",medullo@trials.org / (800) 555-3006,Recruiting  
MD3007,Medulloblastoma,Medulloblastoma Trial #8,"Miami, Florida",medullo@trials.org / (800) 555-3007,Recruiting  
MD3008,Medulloblastoma,Medulloblastoma Trial #9,"Denver, Colorado",medullo@trials.org / (800) 555-3008,Recruiting  
MD3009,Medulloblastoma,Medulloblastoma Trial #10,"San Diego, California",medullo@trials.org / (800) 555-3009,Recruiting  
MD3010,Medulloblastoma,Medulloblastoma Trial #11,"Philadelphia, Pennsylvania",medullo@trials.org / (800) 555-3010,Recruiting  
MD3011,Medulloblastoma,Medulloblastoma Trial #12,"Charlotte, North Carolina",medullo@trials.org / (800) 555-3011,Recruiting  
MD3012,Medulloblastoma,Medulloblastoma Trial #13,"Phoenix, Arizona",medullo@trials.org / (800) 555-3012,Recruiting  
MD3013,Medulloblastoma,Medulloblastoma Trial #14,"Minneapolis, Minnesota",medullo@trials.org / (800) 555-3013,Recruiting  
MD3014,Medulloblastoma,Medulloblastoma Trial #15,"Baltimore, Maryland",medullo@trials.org / (800) 555-3014,Recruiting  
MD3015,Medulloblastoma,Medulloblastoma Trial #16,"Columbus, Ohio",medullo@trials.org / (800) 555-3015,Recruiting  
MD3016,Medulloblastoma,Medulloblastoma Trial #17,"Orlando, Florida",medullo@trials.org / (800) 555-3016,Recruiting  
MD3017,Medulloblastoma,Medulloblastoma Trial #18,"Detroit, Michigan",medullo@trials.org / (800) 555-3017,Recruiting  
MD3018,Medulloblastoma,Medulloblastoma Trial #19,"Austin, Texas",medullo@trials.org / (800) 555-3018,Recruiting  
MD3019,Medulloblastoma,Medulloblastoma Trial #20,"San Antonio, Texas",medullo@trials.org / (800) 555-3019,Recruiting  
EP4000,Ependymoma,Ependymoma Trial #1,"Pittsburgh, Pennsylvania",ependymo@trials.org / (800) 555-4000,Recruiting  
EP4001,Ependymoma,Ependymoma Trial #2,"New York, New York",ependymo@trials.org / (800) 555-4001,Recruiting  
EP4002,Ependymoma,Ependymoma Trial #3,"Chicago, Illinois",ependymo@trials.org / (800) 555-4002,Recruiting  
EP4003,Ependymoma,Ependymoma Trial #4,"Boston, Massachusetts",ependymo@trials.org / (800) 555-4003,Recruiting  
EP4004,Ependymoma,Ependymoma Trial #5,"San Francisco, California",ependymo@trials.org / (800) 555-4004,Recruiting  
EP4005,Ependymoma,Ependymoma Trial #6,"Seattle, Washington",ependymo@trials.org / (800) 555-4005,Recruiting  
EP4006,Ependymoma,Ependymoma Trial #7,"Los Angeles, California",ependymo@trials.org / (800) 555-4006,Recruiting  
EP4007,Ependymoma,Ependymoma Trial #8,"Houston, Texas",ependymo@trials.org / (800) 555-4007,Recruiting  
EP4008,Ependymoma,Ependymoma Trial #9,"Atlanta, Georgia",ependymo@trials.org / (800) 555-4008,Recruiting  
EP4009,Ependymoma,Ependymoma Trial #10,"Miami, Florida",ependymo@trials.org / (800) 555-4009,Recruiting  
EP4010,Ependymoma,Ependymoma Trial #11,"Philadelphia, Pennsylvania",ependymo@trials.org / (800) 555-4010,Recruiting  
EP4011,Ependymoma,Ependymoma Trial #12,"Phoenix, Arizona",ependymo@trials.org / (800) 555-4011,Recruiting  
EP4012,Ependymoma,Ependymoma Trial #13,"Denver, Colorado",ependymo@trials.org / (800) 555-4012,Recruiting  
EP4013,Ependymoma,Ependymoma Trial #14,"Portland, Oregon",ependymo@trials.org / (800) 555-4013,Recruiting  
EP4014,Ependymoma,Ependymoma Trial #15,"Minneapolis, Minnesota",ependymo@trials.org / (800) 555-4014,Recruiting  
EP4015,Ependymoma,Ependymoma Trial #16,"Charlotte, North Carolina",ependymo@trials.org / (800) 555-4015,Recruiting  
EP4016,Ependymoma,Ependymoma Trial #17,"Columbus, Ohio",ependymo@trials.org / (800) 555-4016,Recruiting  
EP4017,Ependymoma,Ependymoma Trial #18,"Nashville, Tennessee",ependymo@trials.org / (800) 555-4017,Recruiting  
EP4018,Ependymoma,Ependymoma Trial #19,"Austin, Texas",ependymo@trials.org / (800) 555-4018,Recruiting  
EP4019,Ependymoma,Ependymoma Trial #20,"Oklahoma City, Oklahoma",ependymo@trials.org / (800) 555-4019,Recruiting  
NB5000,Neuroblastoma,Neuroblastoma Trial #1,"New York, New York",neuro@trials.org / (800) 555-5000,Recruiting  
NB5001,Neuroblastoma,Neuroblastoma Trial #2,"Chicago, Illinois",neuro@trials.org / (800) 555-5001,Recruiting  
NB5002,Neuroblastoma,Neuroblastoma Trial #3,"Los Angeles, California",neuro@trials.org / (800) 555-5002,Recruiting  
NB5003,Neuroblastoma,Neuroblastoma Trial #4,"Houston, Texas",neuro@trials.org / (800) 555-5003,Recruiting  
NB5004,Neuroblastoma,Neuroblastoma Trial #5,"Boston, Massachusetts",neuro@trials.org / (800) 555-5004,Recruiting  
NB5005,Neuroblastoma,Neuroblastoma Trial #6,"Dallas, Texas",neuro@trials.org / (800) 555-5005,Recruiting  
NB5006,Neuroblastoma,Neuroblastoma Trial #7,"San Francisco, California",neuro@trials.org / (800) 555-5006,Recruiting  
NB5007,Neuroblastoma,Neuroblastoma Trial #8,"Seattle, Washington",neuro@trials.org / (800) 555-5007,Recruiting  
NB5008,Neuroblastoma,Neuroblastoma Trial #9,"Miami, Florida",neuro@trials.org / (800) 555-5008,Recruiting  
NB5009,Neuroblastoma,Neuroblastoma Trial #10,"Philadelphia, Pennsylvania",neuro@trials.org / (800) 555-5009,Recruiting  
NB5010,Neuroblastoma,Neuroblastoma Trial #11,"San Diego, California",neuro@trials.org / (800) 555-5010,Recruiting  
NB5011,Neuroblastoma,Neuroblastoma Trial #12,"Denver, Colorado",neuro@trials.org / (800) 555-5011,Recruiting  
NB5012,Neuroblastoma,Neuroblastoma Trial #13,"Phoenix, Arizona",neuro@trials.org / (800) 555-5012,Recruiting  
NB5013,Neuroblastoma,Neuroblastoma Trial #14,"Minneapolis, Minnesota",neuro@trials.org / (800) 555-5013,Recruiting  
NB5014,Neuroblastoma,Neuroblastoma Trial #15,"Charlotte, North Carolina",neuro@trials.org / (800) 555-5014,Recruiting  
NB5015,Neuroblastoma,Neuroblastoma Trial #16,"Detroit, Michigan",neuro@trials.org / (800) 555-5015,Recruiting  
NB5016,Neuroblastoma,Neuroblastoma Trial #17,"Columbus, Ohio",neuro@trials.org / (800) 555-5016,Recruiting  
NB5017,Neuroblastoma,Neuroblastoma Trial #18,"Austin, Texas",neuro@trials.org / (800) 555-5017,Recruiting  
NB5018,Neuroblastoma,Neuroblastoma Trial #19,"Indianapolis, Indiana",neuro@trials.org / (800) 555-5018,Recruiting  
NB5019,Neuroblastoma,Neuroblastoma Trial #20,"Salt Lake City, Utah",neuro@trials.org / (800) 555-5019,Recruiting  
MDS5000,Myelodysplastic Syndromes (MDS),MDS Trial #1,"Boston, Massachusetts",mds@trials.org / (800) 555-5000,Recruiting
MDS5001,Myelodysplastic Syndromes (MDS),MDS Trial #2,"Chicago, Illinois",mds@trials.org / (800) 555-5001,Recruiting
MDS5002,Myelodysplastic Syndromes (MDS),MDS Trial #3,"Los Angeles, California",mds@trials.org / (800) 555-5002,Recruiting
MDS5003,Myelodysplastic Syndromes (MDS),MDS Trial #4,"New York, New York",mds@trials.org / (800) 555-5003,Recruiting
MDS5004,Myelodysplastic Syndromes (MDS),MDS Trial #5,"Houston, Texas",mds@trials.org / (800) 555-5004,Recruiting
MDS5005,Myelodysplastic Syndromes (MDS),MDS Trial #6,"Seattle, Washington",mds@trials.org / (800) 555-5005,Recruiting
MDS5006,Myelodysplastic Syndromes (MDS),MDS Trial #7,"Denver, Colorado",mds@trials.org / (800) 555-5006,Recruiting
MDS5007,Myelodysplastic Syndromes (MDS),MDS Trial #8,"Philadelphia, Pennsylvania",mds@trials.org / (800) 555-5007,Recruiting
MDS5008,Myelodysplastic Syndromes (MDS),MDS Trial #9,"San Diego, California",mds@trials.org / (800) 555-5008,Recruiting
MDS5009,Myelodysplastic Syndromes (MDS),MDS Trial #10,"Atlanta, Georgia",mds@trials.org / (800) 555-5009,Recruiting
MDS5010,Myelodysplastic Syndromes (MDS),MDS Trial #11,"Miami, Florida",mds@trials.org / (800) 555-5010,Recruiting
MDS5011,Myelodysplastic Syndromes (MDS),MDS Trial #12,"St. Louis, Missouri",mds@trials.org / (800) 555-5011,Recruiting
MDS5012,Myelodysplastic Syndromes (MDS),MDS Trial #13,"Minneapolis, Minnesota",mds@trials.org / (800) 555-5012,Recruiting
MDS5013,Myelodysplastic Syndromes (MDS),MDS Trial #14,"Phoenix, Arizona",mds@trials.org / (800) 555-5013,Recruiting
MDS5014,Myelodysplastic Syndromes (MDS),MDS Trial #15,"Cleveland, Ohio",mds@trials.org / (800) 555-5014,Recruiting
MDS5015,Myelodysplastic Syndromes (MDS),MDS Trial #16,"Austin, Texas",mds@trials.org / (800) 555-5015,Recruiting
MDS5016,Myelodysplastic Syndromes (MDS),MDS Trial #17,"Indianapolis, Indiana",mds@trials.org / (800) 555-5016,Recruiting
MDS5017,Myelodysplastic Syndromes (MDS),MDS Trial #18,"Detroit, Michigan",mds@trials.org / (800) 555-5017,Recruiting
MDS5018,Myelodysplastic Syndromes (MDS),MDS Trial #19,"Baltimore, Maryland",mds@trials.org / (800) 555-5018,Recruiting
MDS5019,Myelodysplastic Syndromes (MDS),MDS Trial #20,"Charlotte, North Carolina",mds@trials.org / (800) 555-5019,Recruiting
MPN6000,Myeloproliferative Neoplasms (MPN),MPN Trial #1,"New York, New York",mpn@trials.org / (800) 555-6000,Recruiting
MPN6001,Myeloproliferative Neoplasms (MPN),MPN Trial #2,"Chicago, Illinois",mpn@trials.org / (800) 555-6001,Recruiting
MPN6002,Myeloproliferative Neoplasms (MPN),MPN Trial #3,"San Francisco, California",mpn@trials.org / (800) 555-6002,Recruiting
MPN6003,Myeloproliferative Neoplasms (MPN),MPN Trial #4,"Los Angeles, California",mpn@trials.org / (800) 555-6003,Recruiting
MPN6004,Myeloproliferative Neoplasms (MPN),MPN Trial #5,"Houston, Texas",mpn@trials.org / (800) 555-6004,Recruiting
MPN6005,Myeloproliferative Neoplasms (MPN),MPN Trial #6,"Boston, Massachusetts",mpn@trials.org / (800) 555-6005,Recruiting
MPN6006,Myeloproliferative Neoplasms (MPN),MPN Trial #7,"Denver, Colorado",mpn@trials.org / (800) 555-6006,Recruiting
MPN6007,Myeloproliferative Neoplasms (MPN),MPN Trial #8,"Seattle, Washington",mpn@trials.org / (800) 555-6007,Recruiting
MPN6008,Myeloproliferative Neoplasms (MPN),MPN Trial #9,"Philadelphia, Pennsylvania",mpn@trials.org / (800) 555-6008,Recruiting
MPN6009,Myeloproliferative Neoplasms (MPN),MPN Trial #10,"San Diego, California",mpn@trials.org / (800) 555-6009,Recruiting
MPN6010,Myeloproliferative Neoplasms (MPN),MPN Trial #11,"Minneapolis, Minnesota",mpn@trials.org / (800) 555-6010,Recruiting
MPN6011,Myeloproliferative Neoplasms (MPN),MPN Trial #12,"Phoenix, Arizona",mpn@trials.org / (800) 555-6011,Recruiting
MPN6012,Myeloproliferative Neoplasms (MPN),MPN Trial #13,"Charlotte, North Carolina",mpn@trials.org / (800) 555-6012,Recruiting
MPN6013,Myeloproliferative Neoplasms (MPN),MPN Trial #14,"Atlanta, Georgia",mpn@trials.org / (800) 555-6013,Recruiting
MPN6014,Myeloproliferative Neoplasms (MPN),MPN Trial #15,"Indianapolis, Indiana",mpn@trials.org / (800) 555-6014,Recruiting
MPN6015,Myeloproliferative Neoplasms (MPN),MPN Trial #16,"Detroit, Michigan",mpn@trials.org / (800) 555-6015,Recruiting
MPN6016,Myeloproliferative Neoplasms (MPN),MPN Trial #17,"St. Louis, Missouri",mpn@trials.org / (800) 555-6016,Recruiting
MPN6017,Myeloproliferative Neoplasms (MPN),MPN Trial #18,"Nashville, Tennessee",mpn@trials.org / (800) 555-6017,Recruiting
MPN6018,Myeloproliferative Neoplasms (MPN),MPN Trial #19,"Cleveland, Ohio",mpn@trials.org / (800) 555-6018,Recruiting
MPN6019,Myeloproliferative Neoplasms (MPN),MPN Trial #20,"Orlando, Florida",mpn@trials.org / (800) 555-6019,Recruiting
MPN6000,Myeloproliferative Neoplasms (MPN),MPN Trial #1,"New York, New York",mpn@trials.org / (800) 555-6000,Recruiting
MPN6001,Myeloproliferative Neoplasms (MPN),MPN Trial #2,"Chicago, Illinois",mpn@trials.org / (800) 555-6001,Recruiting
MPN6002,Myeloproliferative Neoplasms (MPN),MPN Trial #3,"San Francisco, California",mpn@trials.org / (800) 555-6002,Recruiting
MPN6003,Myeloproliferative Neoplasms (MPN),MPN Trial #4,"Los Angeles, California",mpn@trials.org / (800) 555-6003,Recruiting
MPN6004,Myeloproliferative Neoplasms (MPN),MPN Trial #5,"Houston, Texas",mpn@trials.org / (800) 555-6004,Recruiting
MPN6005,Myeloproliferative Neoplasms (MPN),MPN Trial #6,"Boston, Massachusetts",mpn@trials.org / (800) 555-6005,Recruiting
MPN6006,Myeloproliferative Neoplasms (MPN),MPN Trial #7,"Denver, Colorado",mpn@trials.org / (800) 555-6006,Recruiting
MPN6007,Myeloproliferative Neoplasms (MPN),MPN Trial #8,"Seattle, Washington",mpn@trials.org / (800) 555-6007,Recruiting
MPN6008,Myeloproliferative Neoplasms (MPN),MPN Trial #9,"Philadelphia, Pennsylvania",mpn@trials.org / (800) 555-6008,Recruiting
MPN6009,Myeloproliferative Neoplasms (MPN),MPN Trial #10,"San Diego, California",mpn@trials.org / (800) 555-6009,Recruiting
MPN6010,Myeloproliferative Neoplasms (MPN),MPN Trial #11,"Minneapolis, Minnesota",mpn@trials.org / (800) 555-6010,Recruiting
MPN6011,Myeloproliferative Neoplasms (MPN),MPN Trial #12,"Phoenix, Arizona",mpn@trials.org / (800) 555-6011,Recruiting
MPN6012,Myeloproliferative Neoplasms (MPN),MPN Trial #13,"Charlotte, North Carolina",mpn@trials.org / (800) 555-6012,Recruiting
MPN6013,Myeloproliferative Neoplasms (MPN),MPN Trial #14,"Atlanta, Georgia",mpn@trials.org / (800) 555-6013,Recruiting
MPN6014,Myeloproliferative Neoplasms (MPN),MPN Trial #15,"Indianapolis, Indiana",mpn@trials.org / (800) 555-6014,Recruiting
MPN6015,Myeloproliferative Neoplasms (MPN),MPN Trial #16,"Detroit, Michigan",mpn@trials.org / (800) 555-6015,Recruiting
MPN6016,Myeloproliferative Neoplasms (MPN),MPN Trial #17,"St. Louis, Missouri",mpn@trials.org / (800) 555-6016,Recruiting
MPN6017,Myeloproliferative Neoplasms (MPN),MPN Trial #18,"Nashville, Tennessee",mpn@trials.org / (800) 555-6017,Recruiting
MPN6018,Myeloproliferative Neoplasms (MPN),MPN Trial #19,"Cleveland, Ohio",mpn@trials.org / (800) 555-6018,Recruiting
MPN6019,Myeloproliferative Neoplasms (MPN),MPN Trial #20,"Orlando, Florida",mpn@trials.org / (800) 555-6019,Recruiting
SIC7000,Small Intestine Cancer,SIC Trial #1,"Boston, Massachusetts",sic@trials.org / (800) 555-7000,Recruiting
SIC7001,Small Intestine Cancer,SIC Trial #2,"Chicago, Illinois",sic@trials.org / (800) 555-7001,Recruiting
SIC7002,Small Intestine Cancer,SIC Trial #3,"Los Angeles, California",sic@trials.org / (800) 555-7002,Recruiting
SIC7003,Small Intestine Cancer,SIC Trial #4,"New York, New York",sic@trials.org / (800) 555-7003,Recruiting
SIC7004,Small Intestine Cancer,SIC Trial #5,"Houston, Texas",sic@trials.org / (800) 555-7004,Recruiting
SIC7005,Small Intestine Cancer,SIC Trial #6,"Seattle, Washington",sic@trials.org / (800) 555-7005,Recruiting
SIC7006,Small Intestine Cancer,SIC Trial #7,"Denver, Colorado",sic@trials.org / (800) 555-7006,Recruiting
SIC7007,Small Intestine Cancer,SIC Trial #8,"Philadelphia, Pennsylvania",sic@trials.org / (800) 555-7007,Recruiting
SIC7008,Small Intestine Cancer,SIC Trial #9,"San Diego, California",sic@trials.org / (800) 555-7008,Recruiting
SIC7009,Small Intestine Cancer,SIC Trial #10,"Atlanta, Georgia",sic@trials.org / (800) 555-7009,Recruiting
SIC7010,Small Intestine Cancer,SIC Trial #11,"Miami, Florida",sic@trials.org / (800) 555-7010,Recruiting
SIC7011,Small Intestine Cancer,SIC Trial #12,"St. Louis, Missouri",sic@trials.org / (800) 555-7011,Recruiting
SIC7012,Small Intestine Cancer,SIC Trial #13,"Minneapolis, Minnesota",sic@trials.org / (800) 555-7012,Recruiting
SIC7013,Small Intestine Cancer,SIC Trial #14,"Phoenix, Arizona",sic@trials.org / (800) 555-7013,Recruiting
SIC7014,Small Intestine Cancer,SIC Trial #15,"Cleveland, Ohio",sic@trials.org / (800) 555-7014,Recruiting
SIC7015,Small Intestine Cancer,SIC Trial #16,"Austin, Texas",sic@trials.org / (800) 555-7015,Recruiting
SIC7016,Small Intestine Cancer,SIC Trial #17,"Indianapolis, Indiana",sic@trials.org / (800) 555-7016,Recruiting
SIC7017,Small Intestine Cancer,SIC Trial #18,"Detroit, Michigan",sic@trials.org / (800) 555-7017,Recruiting
SIC7018,Small Intestine Cancer,SIC Trial #19,"Baltimore, Maryland",sic@trials.org / (800) 555-7018,Recruiting
SIC7019,Small Intestine Cancer,SIC Trial #20,"Charlotte, North Carolina",sic@trials.org / (800) 555-7019,Recruiting
AC8000,Appendix Cancer,AC Trial #1,"New York, New York",appendix@trials.org / (800) 555-8000,Recruiting
AC8001,Appendix Cancer,AC Trial #2,"Chicago, Illinois",appendix@trials.org / (800) 555-8001,Recruiting
AC8002,Appendix Cancer,AC Trial #3,"Los Angeles, California",appendix@trials.org / (800) 555-8002,Recruiting
AC8003,Appendix Cancer,AC Trial #4,"Boston, Massachusetts",appendix@trials.org / (800) 555-8003,Recruiting
AC8004,Appendix Cancer,AC Trial #5,"Houston, Texas",appendix@trials.org / (800) 555-8004,Recruiting
AC8005,Appendix Cancer,AC Trial #6,"Seattle, Washington",appendix@trials.org / (800) 555-8005,Recruiting
AC8006,Appendix Cancer,AC Trial #7,"Denver, Colorado",appendix@trials.org / (800) 555-8006,Recruiting
AC8007,Appendix Cancer,AC Trial #8,"Philadelphia, Pennsylvania",appendix@trials.org / (800) 555-8007,Recruiting
AC8008,Appendix Cancer,AC Trial #9,"San Diego, California",appendix@trials.org / (800) 555-8008,Recruiting
AC8009,Appendix Cancer,AC Trial #10,"Atlanta, Georgia",appendix@trials.org / (800) 555-8009,Recruiting
AC8010,Appendix Cancer,AC Trial #11,"Miami, Florida",appendix@trials.org / (800) 555-8010,Recruiting
AC8011,Appendix Cancer,AC Trial #12,"St. Louis, Missouri",appendix@trials.org / (800) 555-8011,Recruiting
AC8012,Appendix Cancer,AC Trial #13,"Minneapolis, Minnesota",appendix@trials.org / (800) 555-8012,Recruiting
AC8013,Appendix Cancer,AC Trial #14,"Phoenix, Arizona",appendix@trials.org / (800) 555-8013,Recruiting
AC8014,Appendix Cancer,AC Trial #15,"Cleveland, Ohio",appendix@trials.org / (800) 555-8014,Recruiting
AC8015,Appendix Cancer,AC Trial #16,"Austin, Texas",appendix@trials.org / (800) 555-8015,Recruiting
AC8016,Appendix Cancer,AC Trial #17,"Indianapolis, Indiana",appendix@trials.org / (800) 555-8016,Recruiting
AC8017,Appendix Cancer,AC Trial #18,"Detroit, Michigan",appendix@trials.org / (800) 555-8017,Recruiting
AC8018,Appendix Cancer,AC Trial #19,"Baltimore, Maryland",appendix@trials.org / (800) 555-8018,Recruiting
AC8019,Appendix Cancer,AC Trial #20,"Charlotte, North Carolina",appendix@trials.org / (800) 555-8019,Recruiting
PC9000,Peritoneal Cancer,PC Trial #1,"Los Angeles, California",peri@trials.org / (800) 555-9000,Recruiting
PC9001,Peritoneal Cancer,PC Trial #2,"New York, New York",peri@trials.org / (800) 555-9001,Recruiting
PC9002,Peritoneal Cancer,PC Trial #3,"Chicago, Illinois",peri@trials.org / (800) 555-9002,Recruiting
PC9003,Peritoneal Cancer,PC Trial #4,"Boston, Massachusetts",peri@trials.org / (800) 555-9003,Recruiting
PC9004,Peritoneal Cancer,PC Trial #5,"Houston, Texas",peri@trials.org / (800) 555-9004,Recruiting
PC9005,Peritoneal Cancer,PC Trial #6,"Seattle, Washington",peri@trials.org / (800) 555-9005,Recruiting
PC9006,Peritoneal Cancer,PC Trial #7,"Denver, Colorado",peri@trials.org / (800) 555-9006,Recruiting
PC9007,Peritoneal Cancer,PC Trial #8,"Philadelphia, Pennsylvania",peri@trials.org / (800) 555-9007,Recruiting
PC9008,Peritoneal Cancer,PC Trial #9,"San Diego, California",peri@trials.org / (800) 555-9008,Recruiting
PC9009,Peritoneal Cancer,PC Trial #10,"Atlanta, Georgia",peri@trials.org / (800) 555-9009,Recruiting
PC9010,Peritoneal Cancer,PC Trial #11,"Miami, Florida",peri@trials.org / (800) 555-9010,Recruiting
PC9011,Peritoneal Cancer,PC Trial #12,"St. Louis, Missouri",peri@trials.org / (800) 555-9011,Recruiting
PC9012,Peritoneal Cancer,PC Trial #13,"Minneapolis, Minnesota",peri@trials.org / (800) 555-9012,Recruiting
PC9013,Peritoneal Cancer,PC Trial #14,"Phoenix, Arizona",peri@trials.org / (800) 555-9013,Recruiting
PC9014,Peritoneal Cancer,PC Trial #15,"Cleveland, Ohio",peri@trials.org / (800) 555-9014,Recruiting
